index_original,Jour_Incident,Cause_Incident,Nb_TGV_Impactes,Minutes_Retard_Cumulees,Date,Service,Gare de départ,Gare d'arrivée,Durée moyenne du trajet,Nombre de circulations prévues,Nombre de trains annulés,Commentaire annulations,Nombre de trains en retard au départ,Retard moyen des trains en retard au départ,Retard moyen de tous les trains au départ,Commentaire retards au départ,Nombre de trains en retard à l'arrivée,Retard moyen des trains en retard à l'arrivée,Retard moyen de tous les trains à l'arrivée,Nombre trains en retard > 15min,Retard moyen trains en retard > 15 (si liaison concurrencée par vol),Nombre trains en retard > 30min,Nombre trains en retard > 60min,Prct retard pour causes externes,Prct retard pour cause infrastructure,Prct retard pour cause gestion trafic,Prct retard pour cause matériel roulant,Prct retard pour cause gestion en gare et réutilisation de matériel,"Prct retard pour cause prise en compte voyageurs (affluence, gestions PSH, correspondances)"
155,21,Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger,62,2150,2018-02,National,PARIS MONTPARNASSE,ST MALO,154,92,3,,15,23.79444444,3.769475655,,18,54.18611111,11.41029963,15,11.41029963,10,5,55.55555556,16.66666667,5.555555556,22.22222222,0.0,0.0
155,28,Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse,28,605,2018-02,National,PARIS MONTPARNASSE,ST MALO,154,92,3,,15,23.79444444,3.769475655,,18,54.18611111,11.41029963,15,11.41029963,10,5,55.55555556,16.66666667,5.555555556,22.22222222,0.0,0.0
156,3,Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse,46,476,2018-02,National,PARIS MONTPARNASSE,TOURS,72,171,12,,29,36.31896552,6.301572327,,53,38.93018868,14.03322851,30,14.03322851,22,8,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947
156,6,épisode neigeux sur toute la France,187,18980,2018-02,National,PARIS MONTPARNASSE,TOURS,72,171,12,,29,36.31896552,6.301572327,,53,38.93018868,14.03322851,30,14.03322851,22,8,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947
156,7,épisode neigeux sur toute la France,134,6294,2018-02,National,PARIS MONTPARNASSE,TOURS,72,171,12,,29,36.31896552,6.301572327,,53,38.93018868,14.03322851,30,14.03322851,22,8,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947
156,8,épisode neigeux sur toute la France,166,2814,2018-02,National,PARIS MONTPARNASSE,TOURS,72,171,12,,29,36.31896552,6.301572327,,53,38.93018868,14.03322851,30,14.03322851,22,8,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947
156,9,épisode neigeux sur toute la France,151,2830,2018-02,National,PARIS MONTPARNASSE,TOURS,72,171,12,,29,36.31896552,6.301572327,,53,38.93018868,14.03322851,30,14.03322851,22,8,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947
156,15,Incident caténaire à l’entrée de la gare de Paris Montparnasse,78,2349,2018-02,National,PARIS MONTPARNASSE,TOURS,72,171,12,,29,36.31896552,6.301572327,,53,38.93018868,14.03322851,30,14.03322851,22,8,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947
156,15,Dérangement d’installation sur la ligne grande vitesse,22,672,2018-02,National,PARIS MONTPARNASSE,TOURS,72,171,12,,29,36.31896552,6.301572327,,53,38.93018868,14.03322851,30,14.03322851,22,8,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947
156,21,Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis,15,292,2018-02,National,PARIS MONTPARNASSE,TOURS,72,171,12,,29,36.31896552,6.301572327,,53,38.93018868,14.03322851,30,14.03322851,22,8,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947
156,21,Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger,62,2150,2018-02,National,PARIS MONTPARNASSE,TOURS,72,171,12,,29,36.31896552,6.301572327,,53,38.93018868,14.03322851,30,14.03322851,22,8,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947
156,28,Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse,28,605,2018-02,National,PARIS MONTPARNASSE,TOURS,72,171,12,,29,36.31896552,6.301572327,,53,38.93018868,14.03322851,30,14.03322851,22,8,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947
157,3,Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse,46,476,2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
157,6,épisode neigeux sur toute la France,187,18980,2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
157,7,épisode neigeux sur toute la France,134,6294,2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
157,8,épisode neigeux sur toute la France,166,2814,2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
157,9,épisode neigeux sur toute la France,151,2830,2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
157,15,Incident caténaire à l’entrée de la gare de Paris Montparnasse,78,2349,2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
157,15,Dérangement d’installation sur la ligne grande vitesse,22,672,2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
157,21,Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis,15,292,2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
157,21,Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger,62,2150,2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
157,28,Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse,28,605,2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
158,01/02,2881? Retard sur un autre réseau et csq alarme incendie 2827,3,5,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,02/02,2855 + 2881?Retard sur autre réseau,1,3,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,04/02,2893? LTV 230,0,5,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,11/02,2893? Retard sur autre réseau,2,7,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,12/02,Retard autre réseau? 2861,2,7,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,13/02,Retard autre réseau? 2881,0,2,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,14/02,2881?ETCS,1,4,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,15/02,2676? LTV 40,0,5,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,16/02,2891? Retard sur autre réseau,3,6,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,17/02,Csq 2617 en détresse à quai? 2676,9,1,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,18/02,2676? Erreur de gestion,1,4,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,19/02,Csq accident de personnes? 2891,0,5,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,20/02,2650?Pb circulation,1,2,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,21/02,"Retard autre réseau? 2855, 2881",0,8,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,22/02,2855 et 2682? LTV 40 + 2891? attente clients,0,7,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,23/02,2863? Retard autre réseau,3,3,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,24/02,2855? Retard autre réseau,1,6,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,26/02,Retard autre réseau? 2861,3,7,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,27/02,2865? Double défaut BTM,3,4,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
158,28/02,Retard autre réseau? 2869,1,3,2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
159,02/02,5478? Csq bagage abandonné,4,3,2018-02,National,NANTES,STRASBOURG,303,36,0,,15,4.414444444,2.000462963,,9,61.69814815,16.51990741,9,16.51990741,5,2,66.66666667,11.11111111,22.22222222,0.0,0.0,0.0
159,12/02,5478? Csq problème de pantographe,0,8,2018-02,National,NANTES,STRASBOURG,303,36,0,,15,4.414444444,2.000462963,,9,61.69814815,16.51990741,9,16.51990741,5,2,66.66666667,11.11111111,22.22222222,0.0,0.0,0.0
159,14/02,5478? Csq alerte radio,1,1,2018-02,National,NANTES,STRASBOURG,303,36,0,,15,4.414444444,2.000462963,,9,61.69814815,16.51990741,9,16.51990741,5,2,66.66666667,11.11111111,22.22222222,0.0,0.0,0.0
159,19/02,5478? Csq heurt animal,1,2,2018-02,National,NANTES,STRASBOURG,303,36,0,,15,4.414444444,2.000462963,,9,61.69814815,16.51990741,9,16.51990741,5,2,66.66666667,11.11111111,22.22222222,0.0,0.0,0.0
159,24/02,5480? Affluence voyageur,1,1,2018-02,National,NANTES,STRASBOURG,303,36,0,,15,4.414444444,2.000462963,,9,61.69814815,16.51990741,9,16.51990741,5,2,66.66666667,11.11111111,22.22222222,0.0,0.0,0.0
159,27/02,5478? Csq signalement battement de feu,2,2,2018-02,National,NANTES,STRASBOURG,303,36,0,,15,4.414444444,2.000462963,,9,61.69814815,16.51990741,9,16.51990741,5,2,66.66666667,11.11111111,22.22222222,0.0,0.0,0.0
159,28/02,5478? Restitution tardive travaux,2,1,2018-02,National,NANTES,STRASBOURG,303,36,0,,15,4.414444444,2.000462963,,9,61.69814815,16.51990741,9,16.51990741,5,2,66.66666667,11.11111111,22.22222222,0.0,0.0,0.0
180,3,Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse,46,476,2018-02,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91,352,11,,179,8.822346369,4.729081134,,110,35.76893939,12.92189638,64,12.92189638,40,19,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176
180,6,épisode neigeux sur toute la France,187,18980,2018-02,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91,352,11,,179,8.822346369,4.729081134,,110,35.76893939,12.92189638,64,12.92189638,40,19,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176
180,7,épisode neigeux sur toute la France,134,6294,2018-02,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91,352,11,,179,8.822346369,4.729081134,,110,35.76893939,12.92189638,64,12.92189638,40,19,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176
180,8,épisode neigeux sur toute la France,166,2814,2018-02,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91,352,11,,179,8.822346369,4.729081134,,110,35.76893939,12.92189638,64,12.92189638,40,19,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176
180,9,épisode neigeux sur toute la France,151,2830,2018-02,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91,352,11,,179,8.822346369,4.729081134,,110,35.76893939,12.92189638,64,12.92189638,40,19,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176
180,15,Incident caténaire à l’entrée de la gare de Paris Montparnasse,78,2349,2018-02,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91,352,11,,179,8.822346369,4.729081134,,110,35.76893939,12.92189638,64,12.92189638,40,19,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176
180,15,Dérangement d’installation sur la ligne grande vitesse,22,672,2018-02,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91,352,11,,179,8.822346369,4.729081134,,110,35.76893939,12.92189638,64,12.92189638,40,19,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176
180,21,Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis,15,292,2018-02,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91,352,11,,179,8.822346369,4.729081134,,110,35.76893939,12.92189638,64,12.92189638,40,19,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176
180,21,Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger,62,2150,2018-02,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91,352,11,,179,8.822346369,4.729081134,,110,35.76893939,12.92189638,64,12.92189638,40,19,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176
180,28,Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse,28,605,2018-02,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91,352,11,,179,8.822346369,4.729081134,,110,35.76893939,12.92189638,64,12.92189638,40,19,58.82352941,22.35294118,9.411764706,4.705882353,2.352941176,2.352941176
181,3,Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse,46,476,2018-02,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140,824,62,,306,11.63300654,4.654418198,,199,41.85938023,12.86675416,162,12.86675416,86,36,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381
181,6,épisode neigeux sur toute la France,187,18980,2018-02,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140,824,62,,306,11.63300654,4.654418198,,199,41.85938023,12.86675416,162,12.86675416,86,36,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381
181,7,épisode neigeux sur toute la France,134,6294,2018-02,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140,824,62,,306,11.63300654,4.654418198,,199,41.85938023,12.86675416,162,12.86675416,86,36,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381
181,8,épisode neigeux sur toute la France,166,2814,2018-02,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140,824,62,,306,11.63300654,4.654418198,,199,41.85938023,12.86675416,162,12.86675416,86,36,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381
181,9,épisode neigeux sur toute la France,151,2830,2018-02,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140,824,62,,306,11.63300654,4.654418198,,199,41.85938023,12.86675416,162,12.86675416,86,36,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381
181,15,Incident caténaire à l’entrée de la gare de Paris Montparnasse,78,2349,2018-02,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140,824,62,,306,11.63300654,4.654418198,,199,41.85938023,12.86675416,162,12.86675416,86,36,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381
181,15,Dérangement d’installation sur la ligne grande vitesse,22,672,2018-02,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140,824,62,,306,11.63300654,4.654418198,,199,41.85938023,12.86675416,162,12.86675416,86,36,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381
181,21,Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis,15,292,2018-02,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140,824,62,,306,11.63300654,4.654418198,,199,41.85938023,12.86675416,162,12.86675416,86,36,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381
181,21,Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger,62,2150,2018-02,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140,824,62,,306,11.63300654,4.654418198,,199,41.85938023,12.86675416,162,12.86675416,86,36,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381
181,28,Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse,28,605,2018-02,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140,824,62,,306,11.63300654,4.654418198,,199,41.85938023,12.86675416,162,12.86675416,86,36,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381
182,3,Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse,46,476,2018-02,National,BREST,PARIS MONTPARNASSE,227,252,8,,10,17.8,0.729508197,,51,49.8996732,13.35362022,51,13.2450542,24,15,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0
182,6,épisode neigeux sur toute la France,187,18980,2018-02,National,BREST,PARIS MONTPARNASSE,227,252,8,,10,17.8,0.729508197,,51,49.8996732,13.35362022,51,13.2450542,24,15,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0
182,7,épisode neigeux sur toute la France,134,6294,2018-02,National,BREST,PARIS MONTPARNASSE,227,252,8,,10,17.8,0.729508197,,51,49.8996732,13.35362022,51,13.2450542,24,15,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0
182,8,épisode neigeux sur toute la France,166,2814,2018-02,National,BREST,PARIS MONTPARNASSE,227,252,8,,10,17.8,0.729508197,,51,49.8996732,13.35362022,51,13.2450542,24,15,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0
182,9,épisode neigeux sur toute la France,151,2830,2018-02,National,BREST,PARIS MONTPARNASSE,227,252,8,,10,17.8,0.729508197,,51,49.8996732,13.35362022,51,13.2450542,24,15,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0
182,15,Incident caténaire à l’entrée de la gare de Paris Montparnasse,78,2349,2018-02,National,BREST,PARIS MONTPARNASSE,227,252,8,,10,17.8,0.729508197,,51,49.8996732,13.35362022,51,13.2450542,24,15,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0
182,15,Dérangement d’installation sur la ligne grande vitesse,22,672,2018-02,National,BREST,PARIS MONTPARNASSE,227,252,8,,10,17.8,0.729508197,,51,49.8996732,13.35362022,51,13.2450542,24,15,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0
182,21,Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis,15,292,2018-02,National,BREST,PARIS MONTPARNASSE,227,252,8,,10,17.8,0.729508197,,51,49.8996732,13.35362022,51,13.2450542,24,15,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0
182,21,Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger,62,2150,2018-02,National,BREST,PARIS MONTPARNASSE,227,252,8,,10,17.8,0.729508197,,51,49.8996732,13.35362022,51,13.2450542,24,15,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0
182,28,Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse,28,605,2018-02,National,BREST,PARIS MONTPARNASSE,227,252,8,,10,17.8,0.729508197,,51,49.8996732,13.35362022,51,13.2450542,24,15,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0
183,3,Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse,46,476,2018-02,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165,200,7,,19,11.47368421,1.129533679,,55,44.19,14.86502591,43,14.86502591,25,12,50.0,18.75,10.41666667,14.58333333,6.25,0.0
183,6,épisode neigeux sur toute la France,187,18980,2018-02,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165,200,7,,19,11.47368421,1.129533679,,55,44.19,14.86502591,43,14.86502591,25,12,50.0,18.75,10.41666667,14.58333333,6.25,0.0
183,7,épisode neigeux sur toute la France,134,6294,2018-02,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165,200,7,,19,11.47368421,1.129533679,,55,44.19,14.86502591,43,14.86502591,25,12,50.0,18.75,10.41666667,14.58333333,6.25,0.0
183,8,épisode neigeux sur toute la France,166,2814,2018-02,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165,200,7,,19,11.47368421,1.129533679,,55,44.19,14.86502591,43,14.86502591,25,12,50.0,18.75,10.41666667,14.58333333,6.25,0.0
183,9,épisode neigeux sur toute la France,151,2830,2018-02,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165,200,7,,19,11.47368421,1.129533679,,55,44.19,14.86502591,43,14.86502591,25,12,50.0,18.75,10.41666667,14.58333333,6.25,0.0
183,15,Incident caténaire à l’entrée de la gare de Paris Montparnasse,78,2349,2018-02,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165,200,7,,19,11.47368421,1.129533679,,55,44.19,14.86502591,43,14.86502591,25,12,50.0,18.75,10.41666667,14.58333333,6.25,0.0
183,15,Dérangement d’installation sur la ligne grande vitesse,22,672,2018-02,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165,200,7,,19,11.47368421,1.129533679,,55,44.19,14.86502591,43,14.86502591,25,12,50.0,18.75,10.41666667,14.58333333,6.25,0.0
183,21,Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis,15,292,2018-02,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165,200,7,,19,11.47368421,1.129533679,,55,44.19,14.86502591,43,14.86502591,25,12,50.0,18.75,10.41666667,14.58333333,6.25,0.0
183,21,Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger,62,2150,2018-02,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165,200,7,,19,11.47368421,1.129533679,,55,44.19,14.86502591,43,14.86502591,25,12,50.0,18.75,10.41666667,14.58333333,6.25,0.0
183,28,Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse,28,605,2018-02,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165,200,7,,19,11.47368421,1.129533679,,55,44.19,14.86502591,43,14.86502591,25,12,50.0,18.75,10.41666667,14.58333333,6.25,0.0
184,3,Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse,46,476,2018-02,National,NANTES,PARIS MONTPARNASSE,128,470,15,,151,9.731015453,3.16985348,,118,41.24632768,12.66564103,89,12.66564103,52,24,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578
184,6,épisode neigeux sur toute la France,187,18980,2018-02,National,NANTES,PARIS MONTPARNASSE,128,470,15,,151,9.731015453,3.16985348,,118,41.24632768,12.66564103,89,12.66564103,52,24,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578
184,7,épisode neigeux sur toute la France,134,6294,2018-02,National,NANTES,PARIS MONTPARNASSE,128,470,15,,151,9.731015453,3.16985348,,118,41.24632768,12.66564103,89,12.66564103,52,24,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578
184,8,épisode neigeux sur toute la France,166,2814,2018-02,National,NANTES,PARIS MONTPARNASSE,128,470,15,,151,9.731015453,3.16985348,,118,41.24632768,12.66564103,89,12.66564103,52,24,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578
184,9,épisode neigeux sur toute la France,151,2830,2018-02,National,NANTES,PARIS MONTPARNASSE,128,470,15,,151,9.731015453,3.16985348,,118,41.24632768,12.66564103,89,12.66564103,52,24,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578
184,15,Incident caténaire à l’entrée de la gare de Paris Montparnasse,78,2349,2018-02,National,NANTES,PARIS MONTPARNASSE,128,470,15,,151,9.731015453,3.16985348,,118,41.24632768,12.66564103,89,12.66564103,52,24,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578
184,15,Dérangement d’installation sur la ligne grande vitesse,22,672,2018-02,National,NANTES,PARIS MONTPARNASSE,128,470,15,,151,9.731015453,3.16985348,,118,41.24632768,12.66564103,89,12.66564103,52,24,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578
184,21,Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis,15,292,2018-02,National,NANTES,PARIS MONTPARNASSE,128,470,15,,151,9.731015453,3.16985348,,118,41.24632768,12.66564103,89,12.66564103,52,24,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578
184,21,Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger,62,2150,2018-02,National,NANTES,PARIS MONTPARNASSE,128,470,15,,151,9.731015453,3.16985348,,118,41.24632768,12.66564103,89,12.66564103,52,24,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578
