Round Number,Date,Location,Home Team,Away Team,Result
4,14/09/2024 17:00:00,Stade de l'Abbé-Deschamps,AJ Auxerre,AS Monaco,0 - 3
4,14/09/2024 19:00:00,Parc des Princes,Paris Saint-Germain,Stade Brestois 29,3 - 1
4,15/09/2024 13:00:00,Roazhon Park,Stade Rennais FC,Montpellier Hérault SC,3 - 0
4,15/09/2024 15:00:00,Stade de la Beaujoire,FC Nantes,Stade DE Reims,1 - 2
4,15/09/2024 15:00:00,Stade de la Meinau,RC Strasbourg Alsace,Angers SCO,1 - 1
4,15/09/2024 15:00:00,Stadium Municipal,Toulouse FC,Havre Athletic Club,2 - 0
4,15/09/2024 18:45:00,Stade Bollaert-Delelis,RC Lens,Olympique Lyonnais,0 - 0
5,20/09/2024 18:45:00,Allianz Riviera,OGC Nice,AS Saint-Étienne,8 - 0
5,21/09/2024 15:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,RC Strasbourg Alsace,3 - 3
5,21/09/2024 17:00:00,Roazhon Park,Stade Rennais FC,RC Lens,1 - 1
5,21/09/2024 19:00:00,Stade Auguste Delaune,Stade DE Reims,Paris Saint-Germain,1 - 1
5,22/09/2024 13:00:00,Stade Louis II,AS Monaco,Havre Athletic Club,3 - 1
5,22/09/2024 15:00:00,Stade Raymond Kopa,Angers SCO,FC Nantes,1 - 1
5,22/09/2024 15:00:00,Stade Francis-Le Blé,Stade Brestois 29,Toulouse FC,2 - 0
5,22/09/2024 15:00:00,Stade de la Mosson,Montpellier Hérault SC,AJ Auxerre,3 - 2
5,22/09/2024 18:45:00,Groupama Stadium,Olympique Lyonnais,Olympique de Marseille,2 - 3
6,27/09/2024 17:00:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Stade Brestois 29,3 - 0
6,27/09/2024 19:00:00,Parc des Princes,Paris Saint-Germain,Stade Rennais FC,3 - 1
6,28/09/2024 15:00:00,Stade Bollaert-Delelis,RC Lens,OGC Nice,0 - 0
6,28/09/2024 17:00:00,Stade Océane,Havre Athletic Club,LOSC Lille,0 - 3
6,28/09/2024 19:00:00,Stade Louis II,AS Monaco,Montpellier Hérault SC,2 - 1
6,29/09/2024 13:00:00,Stadium Municipal,Toulouse FC,Olympique Lyonnais,1 - 2
6,29/09/2024 15:00:00,Stade Raymond Kopa,Angers SCO,Stade DE Reims,1 - 3
6,29/09/2024 15:00:00,Stade de la Beaujoire,FC Nantes,AS Saint-Étienne,2 - 2
6,29/09/2024 18:45:00,Stade de la Meinau,RC Strasbourg Alsace,Olympique de Marseille,1 - 0
7,04/10/2024 18:45:00,Orange Vélodrome,Olympique de Marseille,Angers SCO,1 - 1
7,05/10/2024 15:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,AJ Auxerre,3 - 1
7,05/10/2024 17:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,Toulouse FC,2 - 1
7,05/10/2024 19:00:00,Roazhon Park,Stade Rennais FC,AS Monaco,1 - 2
7,06/10/2024 13:00:00,Groupama Stadium,Olympique Lyonnais,FC Nantes,2 - 0
7,06/10/2024 15:00:00,Stade Francis-Le Blé,Stade Brestois 29,Havre Athletic Club,2 - 0
7,06/10/2024 15:00:00,Stade Auguste Delaune,Stade DE Reims,Montpellier Hérault SC,4 - 2
7,06/10/2024 15:00:00,Stade de la Meinau,RC Strasbourg Alsace,RC Lens,2 - 2
7,06/10/2024 18:45:00,Allianz Riviera,OGC Nice,Paris Saint-Germain,1 - 1
8,18/10/2024 18:45:00,Stade Louis II,AS Monaco,LOSC Lille,0 - 0
8,19/10/2024 15:00:00,Stade Francis-Le Blé,Stade Brestois 29,Stade Rennais FC,1 - 1
8,19/10/2024 17:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,RC Lens,0 - 2
8,19/10/2024 19:00:00,Parc des Princes,Paris Saint-Germain,RC Strasbourg Alsace,4 - 2
8,20/10/2024 13:00:00,Stade Océane,Havre Athletic Club,Olympique Lyonnais,0 - 4
8,20/10/2024 15:00:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Stade DE Reims,2 - 1
8,20/10/2024 15:00:00,Stade de la Beaujoire,FC Nantes,OGC Nice,1 - 1
8,20/10/2024 15:00:00,Stadium Municipal,Toulouse FC,Angers SCO,1 - 1
8,20/10/2024 18:45:00,Stade de la Mosson,Montpellier Hérault SC,Olympique de Marseille,0 - 5
9,25/10/2024 18:45:00,Roazhon Park,Stade Rennais FC,Havre Athletic Club,1 - 0
9,26/10/2024 15:00:00,Stade Raymond Kopa,Angers SCO,AS Saint-Étienne,4 - 2
9,26/10/2024 17:00:00,Stade Auguste Delaune,Stade DE Reims,Stade Brestois 29,1 - 2
9,26/10/2024 19:00:00,Stade Bollaert-Delelis,RC Lens,LOSC Lille,0 - 2
9,27/10/2024 14:00:00,Groupama Stadium,Olympique Lyonnais,AJ Auxerre,2 - 2
9,27/10/2024 16:00:00,Stade de la Mosson,Montpellier Hérault SC,Toulouse FC,0 - 3
9,27/10/2024 16:00:00,Allianz Riviera,OGC Nice,AS Monaco,2 - 1
9,27/10/2024 16:00:00,Stade de la Meinau,RC Strasbourg Alsace,FC Nantes,3 - 1
9,27/10/2024 19:45:00,Orange Vélodrome,Olympique de Marseille,Paris Saint-Germain,0 - 3
10,01/11/2024 18:00:00,Stade Louis II,AS Monaco,Angers SCO,0 - 1
10,01/11/2024 20:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,Olympique Lyonnais,1 - 1
10,02/11/2024 16:00:00,Parc des Princes,Paris Saint-Germain,RC Lens,1 - 0
10,02/11/2024 18:00:00,Stade Francis-Le Blé,Stade Brestois 29,OGC Nice,0 - 1
10,02/11/2024 20:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,RC Strasbourg Alsace,2 - 0
10,03/11/2024 14:00:00,Stadium Municipal,Toulouse FC,Stade DE Reims,1 - 0
10,03/11/2024 16:00:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Stade Rennais FC,4 - 0
10,03/11/2024 16:00:00,Stade Océane,Havre Athletic Club,Montpellier Hérault SC,1 - 0
10,03/11/2024 19:45:00,Stade de la Beaujoire,FC Nantes,Olympique de Marseille,1 - 2
11,08/11/2024 19:45:00,Orange Vélodrome,Olympique de Marseille,AJ Auxerre,1 - 3
11,09/11/2024 16:00:00,Stade de la Meinau,RC Strasbourg Alsace,AS Monaco,1 - 3
11,09/11/2024 18:00:00,Stade Bollaert-Delelis,RC Lens,FC Nantes,3 - 2
11,09/11/2024 20:00:00,Stade Raymond Kopa,Angers SCO,Paris Saint-Germain,2 - 4
11,10/11/2024 14:00:00,Allianz Riviera,OGC Nice,LOSC Lille,2 - 2
11,10/11/2024 16:00:00,Stade Océane,Havre Athletic Club,Stade DE Reims,0 - 3
11,10/11/2024 16:00:00,Stade de la Mosson,Montpellier Hérault SC,Stade Brestois 29,3 - 1
11,10/11/2024 16:00:00,Roazhon Park,Stade Rennais FC,Toulouse FC,0 - 2
11,10/11/2024 19:45:00,Groupama Stadium,Olympique Lyonnais,AS Saint-Étienne,1 - 0
12,22/11/2024 18:00:00,Stade Louis II,AS Monaco,Stade Brestois 29,3 - 2
12,22/11/2024 20:00:00,Parc des Princes,Paris Saint-Germain,Toulouse FC,3 - 0
12,23/11/2024 16:00:00,Stade Bollaert-Delelis,RC Lens,Olympique de Marseille,1 - 3
12,23/11/2024 18:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Montpellier Hérault SC,1 - 0
12,23/11/2024 20:00:00,Stade Auguste Delaune,Stade DE Reims,Olympique Lyonnais,1 - 1
12,24/11/2024 14:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,Stade Rennais FC,1 - 0
12,24/11/2024 16:00:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Angers SCO,1 - 0
12,24/11/2024 16:00:00,Stade de la Beaujoire,FC Nantes,Havre Athletic Club,0 - 2
12,24/11/2024 19:45:00,Allianz Riviera,OGC Nice,RC Strasbourg Alsace,2 - 1
13,29/11/2024 19:45:00,Stade Auguste Delaune,Stade DE Reims,RC Lens,0 - 2
13,30/11/2024 16:00:00,Roazhon Park,Stade Rennais FC,AS Saint-Étienne,5 - 0
13,30/11/2024 18:00:00,Stade Francis-Le Blé,Stade Brestois 29,RC Strasbourg Alsace,3 - 1
13,30/11/2024 20:00:00,Parc des Princes,Paris Saint-Germain,FC Nantes,1 - 1
13,01/12/2024 14:00:00,Stade de la Mosson,Montpellier Hérault SC,LOSC Lille,2 - 2
13,01/12/2024 16:00:00,Stade Océane,Havre Athletic Club,Angers SCO,0 - 1
13,01/12/2024 16:00:00,Groupama Stadium,Olympique Lyonnais,OGC Nice,4 - 1
13,01/12/2024 16:00:00,Stadium Municipal,Toulouse FC,AJ Auxerre,2 - 0
13,01/12/2024 19:45:00,Orange Vélodrome,Olympique de Marseille,AS Monaco,2 - 1
14,06/12/2024 18:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,Stade Brestois 29,3 - 1
14,06/12/2024 20:00:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Paris Saint-Germain,0 - 0
14,07/12/2024 16:00:00,Stade Louis II,AS Monaco,Toulouse FC,2 - 0
14,07/12/2024 18:00:00,Allianz Riviera,OGC Nice,Havre Athletic Club,2 - 1
14,07/12/2024 20:00:00,Stade Raymond Kopa,Angers SCO,Olympique Lyonnais,0 - 3
14,08/12/2024 14:00:00,Stade Bollaert-Delelis,RC Lens,Montpellier Hérault SC,2 - 0
14,08/12/2024 16:00:00,Stade de la Beaujoire,FC Nantes,Stade Rennais FC,1 - 0
14,08/12/2024 16:00:00,Stade de la Meinau,RC Strasbourg Alsace,Stade DE Reims,0 - 0
14,08/12/2024 19:45:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Olympique de Marseille,0 - 2
15,13/12/2024 19:45:00,Stadium Municipal,Toulouse FC,AS Saint-Étienne,2 - 1
15,14/12/2024 16:00:00,Orange Vélodrome,Olympique de Marseille,LOSC Lille,1 - 1
15,14/12/2024 18:00:00,Stade de l'Abbé-Deschamps,AJ Auxerre,RC Lens,2 - 2
15,14/12/2024 20:00:00,Stade Auguste Delaune,Stade DE Reims,AS Monaco,0 - 0
15,15/12/2024 14:00:00,Stade de la Mosson,Montpellier Hérault SC,OGC Nice,2 - 2
15,15/12/2024 16:00:00,Stade Francis-Le Blé,Stade Brestois 29,FC Nantes,4 - 1
15,15/12/2024 16:00:00,Stade Océane,Havre Athletic Club,RC Strasbourg Alsace,0 - 3
15,15/12/2024 16:00:00,Roazhon Park,Stade Rennais FC,Angers SCO,2 - 0
15,15/12/2024 19:45:00,Parc des Princes,Paris Saint-Germain,Olympique Lyonnais,3 - 1
16,18/12/2024 20:00:00,Stade Louis II,AS Monaco,Paris Saint-Germain,2 - 4
16,03/01/2025 20:00:00,Allianz Riviera,OGC Nice,Stade Rennais FC,3 - 2
16,04/01/2025 16:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Stade DE Reims,3 - 1
16,04/01/2025 18:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,FC Nantes,1 - 1
16,04/01/2025 20:00:00,Groupama Stadium,Olympique Lyonnais,Montpellier Hérault SC,1 - 0
16,05/01/2025 14:00:00,Stade Raymond Kopa,Angers SCO,Stade Brestois 29,2 - 0
16,05/01/2025 14:00:00,Stade Bollaert-Delelis,RC Lens,Toulouse FC,0 - 1
16,05/01/2025 14:00:00,Stade de la Meinau,RC Strasbourg Alsace,AJ Auxerre,3 - 1
16,05/01/2025 19:45:00,Orange Vélodrome,Olympique de Marseille,Havre Athletic Club,5 - 1
17,10/01/2025 18:00:00,Stade de la Beaujoire,FC Nantes,AS Monaco,2 - 2
17,10/01/2025 20:05:00,Stade de l'Abbé-Deschamps,AJ Auxerre,LOSC Lille,0 - 0
17,11/01/2025 16:00:00,Stade Francis-Le Blé,Stade Brestois 29,Olympique Lyonnais,2 - 1
17,11/01/2025 18:00:00,Stade Auguste Delaune,Stade DE Reims,OGC Nice,2 - 4
17,11/01/2025 20:05:00,Roazhon Park,Stade Rennais FC,Olympique de Marseille,1 - 2
17,12/01/2025 14:00:00,Stade Océane,Havre Athletic Club,RC Lens,1 - 2
17,12/01/2025 16:15:00,Stade de la Mosson,Montpellier Hérault SC,Angers SCO,1 - 3
17,12/01/2025 16:15:00,Stadium Municipal,Toulouse FC,RC Strasbourg Alsace,1 - 2
17,12/01/2025 19:45:00,Parc des Princes,Paris Saint-Germain,AS Saint-Étienne,2 - 1
18,17/01/2025 18:00:00,Stade de la Mosson,Montpellier Hérault SC,AS Monaco,2 - 1
18,17/01/2025 20:05:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,OGC Nice,2 - 1
18,18/01/2025 16:00:00,Stade Bollaert-Delelis,RC Lens,Paris Saint-Germain,1 - 2
18,18/01/2025 18:00:00,Roazhon Park,Stade Rennais FC,Stade Brestois 29,1 - 2
18,18/01/2025 20:05:00,Groupama Stadium,Olympique Lyonnais,Toulouse FC,0 - 0
18,19/01/2025 14:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,FC Nantes,1 - 1
18,19/01/2025 16:15:00,Stade Raymond Kopa,Angers SCO,AJ Auxerre,2 - 0
18,19/01/2025 16:15:00,Stade Auguste Delaune,Stade DE Reims,Havre Athletic Club,1 - 1
18,19/01/2025 19:45:00,Orange Vélodrome,Olympique de Marseille,RC Strasbourg Alsace,1 - 1
19,24/01/2025 19:45:00,Stade de l'Abbé-Deschamps,AJ Auxerre,AS Saint-Étienne,1 - 1
19,25/01/2025 16:00:00,Stade Louis II,AS Monaco,Stade Rennais FC,3 - 2
19,25/01/2025 18:00:00,Stade de la Meinau,RC Strasbourg Alsace,LOSC Lille,2 - 1
19,25/01/2025 20:05:00,Parc des Princes,Paris Saint-Germain,Stade DE Reims,1 - 1
19,26/01/2025 14:00:00,Stade Océane,Havre Athletic Club,Stade Brestois 29,0 - 1
19,26/01/2025 16:15:00,Stade Bollaert-Delelis,RC Lens,Angers SCO,1 - 0
19,26/01/2025 16:15:00,Stade de la Beaujoire,FC Nantes,Olympique Lyonnais,1 - 1
19,26/01/2025 16:15:00,Stadium Municipal,Toulouse FC,Montpellier Hérault SC,1 - 2
19,26/01/2025 19:45:00,Allianz Riviera,OGC Nice,Olympique de Marseille,2 - 0
20,31/01/2025 19:45:00,Stade de la Mosson,Montpellier Hérault SC,RC Lens,0 - 2
20,01/02/2025 16:00:00,Stade Francis-Le Blé,Stade Brestois 29,Paris Saint-Germain,2 - 5
20,01/02/2025 18:00:00,Stade Louis II,AS Monaco,AJ Auxerre,4 - 2
20,01/02/2025 20:05:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,AS Saint-Étienne,4 - 1
20,02/02/2025 14:00:00,Stadium Municipal,Toulouse FC,OGC Nice,1 - 1
20,02/02/2025 16:15:00,Stade Raymond Kopa,Angers SCO,Havre Athletic Club,1 - 1
20,02/02/2025 16:15:00,Stade Auguste Delaune,Stade DE Reims,FC Nantes,1 - 2
20,02/02/2025 16:15:00,Roazhon Park,Stade Rennais FC,RC Strasbourg Alsace,1 - 0
20,02/02/2025 19:45:00,Orange Vélodrome,Olympique de Marseille,Olympique Lyonnais,3 - 2
21,07/02/2025 18:00:00,Stade de la Beaujoire,FC Nantes,Stade Brestois 29,0 - 2
21,07/02/2025 20:05:00,Parc des Princes,Paris Saint-Germain,AS Monaco,4 - 1
21,08/02/2025 16:00:00,Allianz Riviera,OGC Nice,RC Lens,2 - 0
21,08/02/2025 18:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,Havre Athletic Club,1 - 2
21,08/02/2025 20:05:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Stade Rennais FC,0 - 2
21,09/02/2025 14:00:00,Groupama Stadium,Olympique Lyonnais,Stade DE Reims,4 - 0
21,09/02/2025 16:15:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Toulouse FC,2 - 2
21,09/02/2025 16:15:00,Stade de la Meinau,RC Strasbourg Alsace,Montpellier Hérault SC,2 - 0
21,09/02/2025 19:45:00,Stade Raymond Kopa,Angers SCO,Olympique de Marseille,0 - 2
22,14/02/2025 19:45:00,Stade Francis-Le Blé,Stade Brestois 29,AJ Auxerre,2 - 2
22,15/02/2025 16:00:00,Orange Vélodrome,Olympique de Marseille,AS Saint-Étienne,5 - 1
22,15/02/2025 18:00:00,Stade Louis II,AS Monaco,FC Nantes,7 - 1
22,15/02/2025 20:05:00,Stadium Municipal,Toulouse FC,Paris Saint-Germain,0 - 1
22,16/02/2025 14:00:00,Stade de la Mosson,Montpellier Hérault SC,Olympique Lyonnais,1 - 4
22,16/02/2025 16:15:00,Stade Océane,Havre Athletic Club,OGC Nice,1 - 3
22,16/02/2025 16:15:00,Stade Bollaert-Delelis,RC Lens,RC Strasbourg Alsace,0 - 2
22,16/02/2025 16:15:00,Stade Auguste Delaune,Stade DE Reims,Angers SCO,0 - 1
22,16/02/2025 19:45:00,Roazhon Park,Stade Rennais FC,LOSC Lille,0 - 2
23,21/02/2025 19:45:00,Roazhon Park,Stade Rennais FC,Stade DE Reims,1 - 0
23,22/02/2025 16:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,AS Monaco,2 - 1
23,22/02/2025 18:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Angers SCO,3 - 3
23,22/02/2025 20:05:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Olympique de Marseille,3 - 0
23,23/02/2025 14:00:00,Stade de la Beaujoire,FC Nantes,RC Lens,3 - 1
23,23/02/2025 16:15:00,Stade Océane,Havre Athletic Club,Toulouse FC,1 - 4
23,23/02/2025 16:15:00,Allianz Riviera,OGC Nice,Montpellier Hérault SC,2 - 0
23,23/02/2025 16:15:00,Stade de la Meinau,RC Strasbourg Alsace,Stade Brestois 29,0 - 0
23,23/02/2025 19:45:00,Groupama Stadium,Olympique Lyonnais,Paris Saint-Germain,2 - 3
24,28/02/2025 19:45:00,Stade Louis II,AS Monaco,Stade DE Reims,3 - 0
24,01/03/2025 16:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,OGC Nice,1 - 3
24,01/03/2025 18:00:00,Stade Bollaert-Delelis,RC Lens,Havre Athletic Club,3 - 4
24,01/03/2025 20:05:00,Parc des Princes,Paris Saint-Germain,LOSC Lille,4 - 1
24,02/03/2025 14:00:00,Groupama Stadium,Olympique Lyonnais,Stade Brestois 29,2 - 1
24,02/03/2025 16:15:00,Stade Raymond Kopa,Angers SCO,Toulouse FC,0 - 4
24,02/03/2025 16:15:00,Stade de l'Abbé-Deschamps,AJ Auxerre,RC Strasbourg Alsace,0 - 1
24,02/03/2025 16:15:00,Stade de la Mosson,Montpellier Hérault SC,Stade Rennais FC,0 - 4
24,02/03/2025 19:45:00,Orange Vélodrome,Olympique de Marseille,FC Nantes,2 - 0
25,07/03/2025 19:45:00,Stadium Municipal,Toulouse FC,AS Monaco,1 - 1
25,08/03/2025 16:00:00,Roazhon Park,Stade Rennais FC,Paris Saint-Germain,1 - 4
25,08/03/2025 18:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,Montpellier Hérault SC,1 - 0
25,08/03/2025 20:05:00,Orange Vélodrome,Olympique de Marseille,RC Lens,0 - 1
25,09/03/2025 14:00:00,Stade Francis-Le Blé,Stade Brestois 29,Angers SCO,2 - 0
25,09/03/2025 16:15:00,Stade Océane,Havre Athletic Club,AS Saint-Étienne,1 - 1
25,09/03/2025 16:15:00,Stade de la Beaujoire,FC Nantes,RC Strasbourg Alsace,0 - 1
25,09/03/2025 16:15:00,Stade Auguste Delaune,Stade DE Reims,AJ Auxerre,0 - 2
25,09/03/2025 19:45:00,Allianz Riviera,OGC Nice,Olympique Lyonnais,0 - 2
26,14/03/2025 19:45:00,Allianz Riviera,OGC Nice,AJ Auxerre,1 - 1
26,15/03/2025 16:00:00,Stade de la Beaujoire,FC Nantes,LOSC Lille,1 - 0
26,15/03/2025 18:00:00,Stade Raymond Kopa,Angers SCO,AS Monaco,0 - 2
26,15/03/2025 20:05:00,Stade Bollaert-Delelis,RC Lens,Stade Rennais FC,1 - 0
26,16/03/2025 14:00:00,Groupama Stadium,Olympique Lyonnais,Havre Athletic Club,4 - 2
26,16/03/2025 16:15:00,Stade Francis-Le Blé,Stade Brestois 29,Stade DE Reims,0 - 0
26,16/03/2025 16:15:00,Stade de la Mosson,Montpellier Hérault SC,AS Saint-Étienne,-
26,16/03/2025 16:15:00,Stade de la Meinau,RC Strasbourg Alsace,Toulouse FC,2 - 1
26,16/03/2025 19:45:00,Parc des Princes,Paris Saint-Germain,Olympique de Marseille,3 - 1
27,28/03/2025 19:45:00,Stade de la Meinau,RC Strasbourg Alsace,Olympique Lyonnais,4 - 2
27,29/03/2025 16:00:00,Stade Auguste Delaune,Stade DE Reims,Olympique de Marseille,3 - 1
27,29/03/2025 18:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Paris Saint-Germain,1 - 6
27,29/03/2025 20:05:00,Stade Louis II,AS Monaco,OGC Nice,2 - 1
27,30/03/2025 13:00:00,Stadium Municipal,Toulouse FC,Stade Brestois 29,2 - 4
27,30/03/2025 15:15:00,Stade Raymond Kopa,Angers SCO,Stade Rennais FC,0 - 3
27,30/03/2025 15:15:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Montpellier Hérault SC,1 - 0
27,30/03/2025 15:15:00,Stade Océane,Havre Athletic Club,FC Nantes,3 - 2
27,30/03/2025 18:45:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,RC Lens,1 - 0
28,04/04/2025 18:45:00,Allianz Riviera,OGC Nice,FC Nantes,1 - 2
28,05/04/2025 15:00:00,Parc des Princes,Paris Saint-Germain,Angers SCO,1 - 0
28,05/04/2025 17:00:00,Stade Francis-Le Blé,Stade Brestois 29,AS Monaco,2 - 1
28,05/04/2025 19:05:00,Groupama Stadium,Olympique Lyonnais,LOSC Lille,2 - 1
28,06/04/2025 13:00:00,Stade Bollaert-Delelis,RC Lens,AS Saint-Étienne,1 - 0
28,06/04/2025 15:15:00,Stade de la Mosson,Montpellier Hérault SC,Havre Athletic Club,0 - 2
28,06/04/2025 15:15:00,Stade Auguste Delaune,Stade DE Reims,RC Strasbourg Alsace,0 - 1
28,06/04/2025 15:15:00,Roazhon Park,Stade Rennais FC,AJ Auxerre,0 - 1
28,06/04/2025 18:45:00,Orange Vélodrome,Olympique de Marseille,Toulouse FC,3 - 2
29,11/04/2025 18:45:00,Stade Bollaert-Delelis,RC Lens,Stade DE Reims,0 - 2
29,12/04/2025 15:00:00,Stade Louis II,AS Monaco,Olympique de Marseille,3 - 0
29,12/04/2025 17:00:00,Stadium Municipal,Toulouse FC,LOSC Lille,1 - 2
29,12/04/2025 19:05:00,Stade de la Meinau,RC Strasbourg Alsace,OGC Nice,2 - 2
29,13/04/2025 13:00:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Stade Brestois 29,3 - 3
29,13/04/2025 15:15:00,Stade Raymond Kopa,Angers SCO,Montpellier Hérault SC,2 - 0
29,13/04/2025 15:15:00,Stade Océane,Havre Athletic Club,Stade Rennais FC,1 - 5
29,13/04/2025 18:45:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Olympique Lyonnais,1 - 3
29,22/04/2025 18:45:00,Stade de la Beaujoire,FC Nantes,Paris Saint-Germain,1 - 1
30,18/04/2025 18:45:00,Roazhon Park,Stade Rennais FC,FC Nantes,2 - 1
30,19/04/2025 15:00:00,Parc des Princes,Paris Saint-Germain,Havre Athletic Club,2 - 1
30,19/04/2025 17:00:00,Stade Louis II,AS Monaco,RC Strasbourg Alsace,0 - 0
30,19/04/2025 19:05:00,Orange Vélodrome,Olympique de Marseille,Montpellier Hérault SC,5 - 1
30,20/04/2025 13:00:00,Decathlon Arena Pierre Mauroy Stadium,LOSC Lille,AJ Auxerre,3 - 1
30,20/04/2025 15:15:00,Stade Francis-Le Blé,Stade Brestois 29,RC Lens,1 - 3
30,20/04/2025 15:15:00,Allianz Riviera,OGC Nice,Angers SCO,2 - 1
30,20/04/2025 15:15:00,Stade Auguste Delaune,Stade DE Reims,Toulouse FC,1 - 0
30,20/04/2025 18:45:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Olympique Lyonnais,2 - 1
31,25/04/2025 18:45:00,Parc des Princes,Paris Saint-Germain,OGC Nice,1 - 3
31,26/04/2025 15:00:00,Stade de la Meinau,RC Strasbourg Alsace,AS Saint-Étienne,3 - 1
31,26/04/2025 17:00:00,Stade Océane,Havre Athletic Club,AS Monaco,1 - 1
31,26/04/2025 19:05:00,Groupama Stadium,Olympique Lyonnais,Stade Rennais FC,4 - 1
